id,active,status,first_name,last_name,team_code,team_id,position,height,weight,birth_date,age,depth_order,college,experience,injury_status,injury_body_part,injury_notes,injury_start_date,draftkings_name,fanduel_name,fantasydraft_name,yahoo_name,draftkings_player_id,fanduel_player_id,fantasyalarm_player_id,fantasydraft_player_id,rotowire_player_id,rotoworld_player_id,sportsdata_player_id,sportsdirect_player_id,sportsradar_player_id,stats_player_id,usatoday_player_id,yahoo_player_id,updated_at
100862,t,Active,Robert,Alford,"",1,CB,"5''10'"",186,1988-11-01 00:00:00,33,1,Southeastern Louisiana,9,,,,0001-01-01 00:00:00,Robert Alford,,,Robert Alford,,,300430,,8645,8462,15177,70422,,,8249267,26683,2021-11-19 15:13:32.806111
103347,f,Inactive,Cornellius,Carradine,"",0,DE,"6''4'"",276,1990-02-18 00:00:00,31,0,Florida State,6,,,,0001-01-01 00:00:00,,,,,,,301650,,8661,8429,15233,51812,,592911,2804273,26663,2021-09-29 00:04:15.013751
104039,f,Inactive,Ricky,Ortiz,"",0,FB,"6''0'"",236,1994-04-15 00:00:00,27,0,Oregon State,3,,,,0001-01-01 00:00:00,Ricky Ortiz,Ricky Ortiz,Ricky Ortiz,Ricky Ortiz,695140,29466,304748,695140,12118,,19206,57500,,695140,6145306,30517,2021-11-19 15:11:19.505334
103371,f,Inactive,Eric,Reid,"",0,SS,"6''1'"",215,1991-10-10 00:00:00,30,1,LSU,8,,,,0001-01-01 00:00:00,,,,,,,302554,,8685,8453,15242,47826,,540523,6079881,26641,2021-11-19 15:11:00.808181
100659,t,Active,Matt,Ryan,"",2,QB,"6''4'"",217,1985-05-17 08:00:00,36,1,Boston College,14,,,,0001-01-01 00:00:00,Matt Ryan,Matt Ryan,Matt Ryan,Matt Ryan,216263,6616,302726,216263,5610,4637,732,12152,,216263,8251616,8780,2021-11-19 15:14:06.768022
100764,t,Injured Reserve,Oday,Aboushi,"",29,G,"6''5'"",308,1991-06-05 00:00:00,30,0,Virginia,9,Out,Knee (ACL),Aboushi will miss the remainder of the 2021-22 season.,2021-10-10 00:00:00,,,,,,,302369,,8730,,14890,41479,,,8274632,26764,2021-11-19 15:14:32.113999
100504,t,Active,Rashard,Higgins,"",8,WR,"6''1'"",198,1994-10-07 00:00:00,27,1,Colorado State,6,,,,0001-01-01 00:00:00,Rashard Higgins,Rashard Higgins,Rashard Higgins,Rashard Higgins,741322,45791,304098,741322,10830,11384,18089,72914,,741322,8254194,29406,2021-11-19 15:12:29.460018
100766,t,Active,Matt,Feiler,"",29,OT,"6''6'"",330,1992-07-07 00:00:00,29,1,Bloomsburg,5,,,,0001-01-01 00:00:00,,,,,,,300630,,9677,,16198,80665,,,8274639,28194,2021-11-19 15:14:41.162795
100778,t,Active,Wes,Martin,"",23,G,"6''3'"",315,1996-05-09 00:00:00,25,2,Indiana,3,,,,0001-01-01 00:00:00,,,,,,,306887,,13983,,21112,85514,,,8276883,31963,2021-11-19 15:13:42.370681
100775,f,Inactive,Ken,Webster,"",0,CB,"5''11'"",191,1996-06-19 00:00:00,25,3,Mississippi,3,,,,0001-01-01 00:00:00,,,,,,,306960,,13889,,21145,84122,,,8249857,32084,2021-11-19 15:11:37.16609
101695,t,Active,Jonathan,Greenard,"",13,DE,"6''4'"",263,1997-05-25 00:00:00,24,2,Florida,2,Questionable,Foot,Greenard was limited in practice Thursday heading into Week 11 versus the Titans.,2021-11-17 00:00:00,,,,,,,307741,,14550,,21879,91398,,,8254875,32760,2021-11-19 15:13:09.494625
104174,t,Practice Squad,Nick,Mullens,"",8,QB,"6''1'"",187,1995-03-21 00:00:00,26,3,Southern Mississippi,4,,,,0001-01-01 00:00:00,Nick Mullens,Nick Mullens,Nick Mullens,Nick Mullens,748309,41562,305272,748309,12511,12684,19330,80268,,748309,8275813,30563,2021-11-19 15:12:31.267857
102622,t,Active,Brett,Rypien,"",10,QB,"6''2'"",202,1996-07-09 00:00:00,25,2,Boise State,2,,,,0001-01-01 00:00:00,Brett Rypien,Brett Rypien,Brett Rypien,Brett Rypien,866216,61157,307139,866216,13620,14049,20929,90145,,866216,8253335,32221,2021-11-19 15:14:44.683475
100032,t,Active,Justin,Hamilton,"",9,DT,"6''2'"",315,1993-07-27 00:00:00,28,2,Louisiana-Lafayette,6,,,,0001-01-01 00:00:00,,,,,,,302996,,10592,,17327,54332,,,8250760,28771,2021-11-19 15:14:12.148679
101621,t,Practice Squad,Dontrell,Hilliard,"",34,RB,"5''11'"",202,1995-02-26 00:00:00,26,6,Tulane,4,,,,0001-01-01 00:00:00,Dontrell Hilliard,Dontrell Hilliard,Dontrell Hilliard,Dontrell Hilliard,821729,52808,306551,821729,13135,13638,20566,82693,,821729,8254885,31457,2021-11-19 15:13:12.065357
100757,f,Inactive,J.T.,Hassell,"",0,SS,"5''11'"",200,1995-08-14 00:00:00,26,2,Florida Tech,3,,,,0001-01-01 00:00:00,,,,,,,307380,,14133,,21476,86201,,,8254778,32280,2021-11-19 15:11:43.286899
100769,f,Inactive,Brian,Winters,"",0,G,"6''4'"",320,1991-07-10 00:00:00,30,2,Kent State,9,,,,0001-01-01 00:00:00,,,,,,,302427,,8738,,14896,42861,,,8274220,26695,2021-11-19 15:11:01.256897
104495,f,Inactive,Chris,Johnson,"",0,CB,"6''1'"",200,1979-09-25 00:00:00,42,3,Louisville,10,,,,0001-01-01 00:00:00,,,,,,,,,,,10928,139738,,,8275254,,2021-11-19 15:10:54.097902
101881,t,Practice Squad,Tanner,Hudson,"",31,TE,"6''5'"",239,1994-11-12 00:00:00,27,5,Southern Arkansas,3,,,,0001-01-01 00:00:00,Tanner Hudson,Tanner Hudson,Tanner Hudson,Tanner Hudson,1115394,83117,306398,1115394,13286,,20506,75482,,1115394,8276287,31257,2021-11-19 15:13:14.808592
102433,t,Active,Matt,Nelson,"",11,OT,"6''7'"",299,1995-12-19 00:00:00,25,1,Iowa,2,Questionable,Ankle,Nelson was limited in practice on Thursday heading into Week 11 versus the Browns.,2021-11-14 00:00:00,,,,,,,307244,,14210,,21411,93963,,,8248585,32455,2021-11-19 15:12:13.308407
102406,t,Active,AJ,Jackson,"",32,OL,"6''7'"",285,1998-07-14 00:00:00,23,2,Iowa,0,,,,0001-01-01 00:00:00,,,,,,,,,15456,,22847,121727,,,8274129,33665,2021-11-19 15:14:20.358952
103789,f,Inactive,Ra'Shede,Hageman,"",0,DT,"6''6'"",318,1990-08-08 04:00:00,31,0,Minnesota,4,,,,0001-01-01 00:00:00,,,,,,,301585,,9254,9361,16526,53678,,498931,3936792,27565,2021-11-19 15:11:12.804731
100776,t,Active,Demetrius,Flannigan-Fowles,"",31,OLB,"6''2'"",209,1996-09-04 00:00:00,25,2,Arizona,2,,,,0001-01-01 00:00:00,,,,,,,307123,,14074,,21354,92882,,,8249623,32319,2021-11-19 15:13:15.548009
100794,t,Active,Adam,Thielen,"",20,WR,"6''2'"",200,1990-08-22 00:00:00,31,1,Minnesota State-Mankato,8,,,,0001-01-01 00:00:00,Adam Thielen,Adam Thielen,Adam Thielen,Adam Thielen,733643,39716,300989,733643,8986,9054,15534,72376,,733643,8248188,27277,2021-11-19 15:13:36.091185
101921,f,Inactive,Jaryd,Jones-Smith,"",0,OT,"6''7'"",345,1995-09-03 00:00:00,26,0,Pittsburgh,2,,,,0001-01-01 00:00:00,,,,,,,306359,,12679,,20137,75881,,,8257398,31583,2021-11-19 15:11:30.568499
100808,t,Reserve/COVID-19,Christian,Covington,"",29,DE,"6''2'"",305,1993-10-16 00:00:00,28,2,Rice,7,Out,COVID-19,Covington has been placed on the Reserve/COVID-19 List and will need to pass through league health and safety protocols before being eligible to rejoin the team.,2021-11-17 00:00:00,,,,,,,303153,,10333,,16976,55454,,,8274635,28604,2021-11-19 15:14:34.494312
100821,t,Active,Alton,Robinson,"",30,DE,"6''3'"",259,1998-06-02 00:00:00,23,2,Syracuse,2,,,,0001-01-01 00:00:00,,,,,,,307680,,14727,,21901,131704,,,8249215,32818,2021-11-19 15:13:15.019014
101197,t,Practice Squad,T.J.,Green,"",13,FS,"6''3'"",215,1995-03-15 00:00:00,26,0,Clemson,6,,,,0001-01-01 00:00:00,,,,,,,303984,,11045,,17988,72592,,733745,8251470,29291,2021-11-19 15:13:15.492071
100789,t,Active,Ray-Ray,McCloud,"",28,WR,"5''9'"",190,1996-10-15 00:00:00,25,2,Clemson,4,,,,0001-01-01 00:00:00,Ray-Ray McCloud III,Ray-Ray McCloud III,Ray-Ray McCloud III,Ray-Ray McCloud III,867759,62055,306005,867759,12570,,19961,90444,,867759,8254005,31157,2021-11-19 15:14:41.822671
100796,t,Reserve/COVID-19,Dakota,Dozier,"",20,G,"6''4'"",312,1991-04-30 00:00:00,30,0,Furman,8,Out,COVID-19,"Dozier, a practice squad player, has been placed on the COVID-19 list and will need to pass through the league''s health and safety protocols before returning to the Vikings.",2021-11-05 00:00:00,,,,,,,302633,,9438,,16061,68042,,,8247993,27665,2021-11-19 15:13:44.071963
100815,t,Active,Julian,Love,"",23,FS,"5''11'"",195,1998-03-19 00:00:00,23,1,Notre Dame,3,,,,0001-01-01 00:00:00,,,,,,,306866,,13533,,20864,123526,,,8251156,31940,2021-11-19 15:13:44.398465
104509,t,Practice Squad,Darryl,Williams,  ,16,C,"6''3'"",310,1997-06-10 00:00:00,24,0,Mississippi State,1,,,,0001-01-01 00:00:00,,,,,,,,,,,23114,,,,,,2021-09-03 00:03:15.736163
104435,t,Practice Squad,Gabe,Wright,"",35,DT,"6''3'"",300,1992-04-03 00:00:00,29,0,Auburn,3,,,,0001-01-01 00:00:00,,,,,,,303437,,10321,,16874,53012,,593306,8274298,28501,2021-11-19 15:12:50.757542
100812,t,Active,Dawuane,Smoot,"",15,DE,"6''3'"",264,1995-03-02 00:00:00,26,3,Illinois,5,,,,0001-01-01 00:00:00,Dawuane Smoot,,,Dawuane Smoot,,,305002,,11942,,18959,75347,,,8258825,30181,2021-11-19 15:13:03.985903
103579,f,Inactive,Joshua,Simmons,"",0,CB,"6''0'"",199,1996-07-01 12:00:00,25,0,Limestone,0,,,,0001-01-01 00:00:00,,,,,,,307410,,13594,,21500,139731,,,6075269,,2021-09-29 00:04:11.823498
100816,t,Practice Squad,David,Sills V,"",23,WR,"6''3'"",211,1996-05-29 00:00:00,25,4,West Virginia,2,,,,0001-01-01 00:00:00,David Sills,David Sills,David Sills,David Sills,866973,61555,306981,866973,13634,,20939,92022,,866973,8251239,32418,2021-11-19 15:13:44.164105
101837,t,Active,Rasul,Douglas,"",12,CB,"6''2'"",209,1995-08-29 00:00:00,26,3,West Virginia,5,,,,0001-01-01 00:00:00,Rasul Douglas,,,Rasul Douglas,,,305218,,12013,12277,18982,94565,,,8277244,30212,2021-11-19 15:13:19.156503
101097,t,Active,Simi,Fehoko,"",9,WR,"6''3'"",220,1997-11-05 00:00:00,24,3,Stanford,0,,,,0001-01-01 00:00:00,Simi Fehoko,Simi Fehoko,,Simi Fehoko,1123496,89613,,,15559,,22645,133175,,,8274352,33567,2021-11-19 15:14:14.74996
100791,t,Active,Marcus,Allen,"",28,LB,"6''2'"",215,1996-08-07 00:00:00,25,3,Penn State,3,,,,0001-01-01 00:00:00,,,,,,,305989,,12768,,19997,84105,,,8253902,31118,2021-11-19 15:14:41.851031
100798,t,Practice Squad,Bradlee,Anae,"",9,DE,"6''3'"",257,1998-01-17 00:00:00,23,0,Utah,2,,,,0001-01-01 00:00:00,,,,,,,308033,,14582,,21870,119661,,,8250656,32849,2021-11-19 15:14:19.732354
100788,f,Inactive,Rodney,Anderson,"",0,RB,"6''0'"",224,1996-09-12 00:00:00,25,0,Oklahoma,2,,,,0001-01-01 00:00:00,Rodney Anderson,Rodney Anderson,Rodney Anderson,Rodney Anderson,865896,60915,306900,865896,13637,14180,20741,90089,,865896,6286492,32043,2021-11-19 15:11:42.302156
103775,f,Inactive,T.J.,Ward,"",0,SS,"5''10'"",200,1986-12-12 00:00:00,34,0,Oregon,9,,,,0001-01-01 00:00:00,,,,,,,302893,,6657,5877,11054,29286,,324267,6800808,24013,2021-11-19 15:10:56.226341
100786,f,Inactive,Jeff,Allison,"",0,ILB,"6''0'"",250,1997-03-20 00:00:00,24,0,Fresno State,0,,,,0001-01-01 00:00:00,,,,,,,307024,,13838,,20739,,,,,32520,2021-08-30 00:04:43.280128
103362,f,Inactive,Vance,McDonald,"",0,TE,"6''4'"",267,1990-06-13 00:00:00,31,0,Rice,8,,,,0001-01-01 00:00:00,Vance McDonald,Vance McDonald,Vance McDonald,Vance McDonald,494969,32045,301403,494969,8785,8413,15239,43323,,494969,8254011,26678,2021-11-19 15:11:00.775544
103125,f,Inactive,Ryan,Groy,"",0,OL,"6''5'"",320,1990-09-30 00:00:00,31,2,Wisconsin,8,,,,0001-01-01 00:00:00,,,,,,,302399,,9448,9627,16433,48368,,,8253422,27836,2021-11-19 15:11:12.581792
100095,t,Injured Reserve,Dee,Ford,"",31,DE,"6''2'"",252,1991-03-19 00:00:00,30,0,Auburn,8,Out,Back,Ford has been placed on Injured Reserve and will miss at least three weeks.,2021-11-04 00:00:00,,,,,,,301808,,9342,9353,16294,41950,,,8249625,27551,2021-11-19 15:13:10.314034
100785,t,Active,Sidney,Jones IV,"",30,CB,"6''0'"",181,1996-05-21 00:00:00,25,1,Washington,4,,,,0001-01-01 00:00:00,Sidney Jones,,,Sidney Jones,,,305214,,11905,12206,18929,84385,,,8275510,30156,2021-11-19 15:13:12.805027
100811,t,Active,Josh,Jones,"",14,FS,"6''2'"",220,1994-09-20 00:00:00,27,2,North Carolina State,5,,,,0001-01-01 00:00:00,Josh Jones,,,Josh Jones,,,304918,,11998,,18955,73568,,742366,8277479,30174,2021-11-19 15:12:29.63188
102317,t,Active,Yosh,Nijman,"",12,OT,"6''7'"",314,1996-02-02 00:00:00,25,2,Virginia Tech,2,,,,0001-01-01 00:00:00,,,,,,,307253,,13879,,20895,92538,,,8256811,32275,2021-11-19 15:13:31.363754
101339,t,Active,Rock,Ya-Sin,"",14,CB,"6''0'"",192,1996-05-23 00:00:00,25,1,Temple,3,,,,0001-01-01 00:00:00,,,,,,,306768,,13474,,21001,124598,,,8255166,31866,2021-11-19 15:12:31.50059
100066,t,Active,Greedy,Williams,"",8,CB,"6''2'"",185,1997-12-03 00:00:00,23,2,LSU,3,,,,0001-01-01 00:00:00,,,,,,,306758,,13485,13942,20985,139659,,,8254285,31878,2021-11-19 15:12:32.742404
104483,t,Active,K.J.,Costello,"",29,QB,"6''5'"",225,1997-06-07 00:00:00,24,0,Mississippi State,0,"","","",0001-01-01 00:00:00,K.J. Costello,K.J. Costello,,,923761,71672,,,15703,,22499,122540,,,8275183,33931,2021-08-17 00:02:39.76368
104279,f,Inactive,Ross,Travis,"",0,TE,"6''6'"",248,1993-01-09 00:00:00,28,6,Penn State,6,,,,0001-01-01 00:00:00,Ross Travis,Ross Travis,Ross Travis,Ross Travis,602069,16078,303884,602069,10837,,17750,94517,,602069,8274213,29208,2021-11-19 15:11:16.387677
100824,t,Active,La'Mical,Perine,"",24,RB,"5''11'"",216,1998-01-30 00:00:00,23,4,Florida,2,,,,0001-01-01 00:00:00,La'Mical Perine,La'Mical Perine,,La'Mical Perine,922017,71367,307742,,14427,,21797,119953,,,8254816,32790,2021-11-19 15:12:35.201814
103981,f,Inactive,Lyndon,Johnson,"",0,NT,"6''5'"",287,1994-05-23 04:00:00,27,0,Cincinnati,1,,,,0001-01-01 00:00:00,,,,,,,306373,,13042,,20304,93925,,,2534212,31267,2021-11-19 15:11:32.095057
100975,t,Injured Reserve,Terry,Godwin,"",15,WR,"5''11'"",185,1996-10-23 00:00:00,25,3,Georgia,2,Out,Undisclosed,Godwin has been placed on Injured Reserve and will miss the 2021-22 season.,2021-06-03 00:00:00,Terry Godwin,Terry Godwin,Terry Godwin,Terry Godwin,879072,63399,306937,879072,13619,,20775,92584,,879072,8258754,32069,2021-11-19 15:13:09.843081
101942,t,Active,Marco,Wilson,"",1,CB,"5''11'"",187,1999-03-03 00:00:00,22,2,Florida,0,,,,0001-01-01 00:00:00,,,,,,,,,15313,,22739,127856,,,8274219,33524,2021-11-19 15:13:27.477632
101403,t,Injured Reserve,Jaeden,Graham,"",2,TE,"6''4'"",250,1995-10-10 00:00:00,26,5,Yale,3,Out,Knee,Graham has been placed on Injured Reserve and will miss the 2021-22 season.,2021-08-05 00:00:00,Jaeden Graham,Jaeden Graham,Jaeden Graham,Jaeden Graham,832316,84440,306644,832316,13356,,20662,132928,,832316,8251461,31749,2021-11-19 15:14:04.425353
101513,t,Active,Keion,Crossen,"",23,DB,"5''10'"",185,1996-04-17 00:00:00,25,3,Western Carolina,4,,,,0001-01-01 00:00:00,,,,,,,306067,,13012,,20070,89111,,834491,8275373,31213,2021-11-19 15:13:44.753239
102349,t,Active,Lachavious,Simmons,"",6,OL,"6''5'"",315,1996-09-12 00:00:00,25,2,Tennessee State,2,,,,0001-01-01 00:00:00,,,,,,,308255,,14830,,22143,144744,,,8248836,32897,2021-11-19 15:12:41.788869
100534,t,Practice Squad,Saivion,Smith,"",31,CB,"6''1'"",199,1997-11-05 00:00:00,24,0,Alabama,2,,,,0001-01-01 00:00:00,,,,,,,307045,,13589,,20947,134185,,,8275214,32097,2021-11-19 15:13:15.229036
100845,t,Active,Kyler,Fackrell,"",29,OLB,"6''5'"",245,1991-11-25 00:00:00,30,2,Utah State,6,,,,0001-01-01 00:00:00,Kyler Fackrell,,,Kyler Fackrell,,,304015,,11030,11380,18016,51571,,,8274638,29322,2021-11-19 15:14:38.562189
102337,f,Inactive,Mike,Weber,"",0,RB,"5''10'"",210,1997-08-27 00:00:00,24,0,Ohio State,2,,,,0001-01-01 00:00:00,Mike Weber,Mike Weber,Mike Weber,Mike Weber Jr.,878778,63330,306941,878778,13456,14281,20976,90132,,878778,7373375,32050,2021-11-19 15:11:34.027056
100569,f,Inactive,Montre,Hartage,"",0,CB,"6''0'"",190,1997-06-16 00:00:00,24,0,Northwestern,2,,,,0001-01-01 00:00:00,,,,,,,306988,,13770,,20794,93635,,,8251112,32435,2021-11-19 15:11:42.619263
100855,f,Inactive,Tommy,Champion,"",0,OT,"6''5'"",320,1997-03-04 00:00:00,24,3,Mississippi State,1,,,,0001-01-01 00:00:00,,,,,,,308371,,15118,,22408,130904,,,8249097,33268,2021-11-19 15:11:59.947077
100856,f,Inactive,Marcus,Webb,"",0,DE,"6''2'"",247,1997-09-04 00:00:00,24,0,Troy,1,,,,0001-01-01 00:00:00,,,,,,,308368,,15059,,22409,121968,,,8277524,33290,2021-11-19 15:11:59.976349
100851,t,Practice Squad,Myles,Adams,"",30,DT,"6''2'"",285,1998-03-09 00:00:00,23,0,Rice,1,,,,0001-01-01 00:00:00,,,,,,,308709,,14965,,22224,121864,,,8249067,33131,2021-11-19 15:13:15.285165
100847,t,Active,Stephen,Anderson,"",29,TE,"6''3'"",230,1993-01-30 00:00:00,28,3,California,4,,,,0001-01-01 00:00:00,Stephen Anderson,Stephen Anderson,Stephen Anderson,Stephen Anderson,607660,29277,304274,607660,10885,11556,18262,54143,,607660,8253375,29789,2021-11-19 15:14:38.59293
100858,f,Inactive,Cedrick,Lattimore,"",0,DT,"6''3'"",300,1998-02-06 00:00:00,23,0,Iowa,1,,,,0001-01-01 00:00:00,,,,,,,308716,,15124,,22465,121738,,,8249180,33285,2021-11-19 15:12:02.85989
100822,t,Active,Freddie,Swain,"",30,WR,"6''0'"",199,1998-08-04 00:00:00,23,1,Florida,2,,,,0001-01-01 00:00:00,Freddie Swain,Freddie Swain,,Freddie Swain,910463,69303,307599,,14644,,21960,119984,,,8249233,32884,2021-11-19 15:13:18.429672
103397,f,Inactive,Spencer,Ware,"",0,RB,"5''10'"",229,1991-11-23 00:00:00,30,0,LSU,7,,,,0001-01-01 00:00:00,Spencer Ware,Spencer Ware,Spencer Ware,Spencer Ware,540526,31459,302869,540526,8625,8594,15261,47900,,540526,6080273,26817,2021-11-19 15:11:00.879447
100832,t,Active,J.C.,Hassenauer,"",28,C,"6''2'"",295,1994-09-01 00:00:00,27,1,Alabama,2,,,,0001-01-01 00:00:00,,,,,,,306224,,13025,13534,20231,83137,,,8253973,31342,2021-11-19 15:14:41.911839
100838,t,Active,Eric,Kendricks,"",20,ILB,"6''0'"",232,1992-02-29 00:00:00,29,1,UCLA,7,,,,0001-01-01 00:00:00,Eric Kendricks,,,Eric Kendricks,,,303498,,10353,10362,16806,49506,,,8248087,28433,2021-11-19 15:13:36.160699
100830,t,Injured Reserve,Steven,Means,"",2,OLB,"6''3'"",263,1990-09-16 00:00:00,31,0,Buffalo,7,Out,Knee,Means has been placed on Injured Reserve and will miss at least three weeks.,2021-11-07 00:00:00,Steven Means,,,Steven Means,,,301642,,8974,,15203,44900,,,8251551,26770,2021-11-19 15:14:04.280692
100444,t,Practice Squad,Wendell,Smallwood,"",35,RB,"5''10'"",208,1994-01-20 00:00:00,27,4,West Virginia,5,,,,0001-01-01 00:00:00,Wendell Smallwood,Wendell Smallwood,Wendell Smallwood,Wendell Smallwood,728035,38509,304079,728035,10806,11451,18070,75928,,728035,7420472,29387,2021-11-19 15:12:45.252241
100839,t,Active,Ameer,Abdullah,"",5,RB,"5''9'"",203,1993-06-13 00:00:00,28,3,Nebraska,7,,,,0001-01-01 00:00:00,Ameer Abdullah,Ameer Abdullah,Ameer Abdullah,Ameer Abdullah,590796,27229,303439,590796,10126,10338,16815,54292,,590796,8277481,28442,2021-11-19 15:12:54.544567
101243,t,Active,Sean,Harlow,"",1,G,"6''4'"",284,1995-03-28 00:00:00,26,2,Oregon State,4,,,,0001-01-01 00:00:00,,,,,,,304724,,11796,,19001,75448,,,8249384,30249,2021-11-19 15:13:06.898889
100068,t,Active,Sione,Takitaki,"",8,ILB,"6''1'"",238,1995-06-08 00:00:00,26,1,Brigham Young,3,,,,0001-01-01 00:00:00,,,,,,,306793,,13614,14124,21108,89312,,,8254271,31912,2021-11-19 15:12:33.448266
104043,f,Inactive,Donald,Payne,"",0,ILB,"5''11'"",217,1994-07-12 00:00:00,27,0,Stetson,4,,,,0001-01-01 00:00:00,Donald Payne,,,Donald Payne,,,304750,,12422,,19208,78762,,752222,8275322,30622,2021-11-19 15:11:19.534166
100840,t,Injured Reserve,Danielle,Hunter,"",20,DE,"6''5'"",252,1994-10-29 00:00:00,27,0,LSU,7,Out,Pectoral,Hunter suffered a torn pectoral muscle and will miss the remainder of the 2021-22 season.,2021-11-01 00:00:00,Danielle Hunter,,,Danielle Hunter,,,303481,,10318,10470,16849,60469,,,8248068,28476,2021-11-19 15:13:44.34183
100596,f,Inactive,Rashaad,Coward,"",0,DT,"6''5'"",326,1994-11-06 00:00:00,27,1,Old Dominion,4,,,,0001-01-01 00:00:00,,,,,,,305392,,12469,,19429,79902,,,8277344,30718,2021-11-19 15:11:26.050289
100852,f,Inactive,Nate,Evans,"",0,LB,"6''1'"",241,1998-02-27 00:00:00,23,0,Central Florida,1,,,,0001-01-01 00:00:00,,,,,,,308641,,14412,,22287,121854,,,8275464,33125,2021-11-19 15:11:55.820807
100853,f,Inactive,Patrick,Carr,"",0,RB,"5''8'"",207,1995-09-22 00:00:00,26,0,Houston,2,,,,0001-01-01 00:00:00,Patrick Carr,Patrick Carr,,Patrick Carr,882690,64105,308715,,14857,,22405,90529,,,8249093,33281,2021-11-19 15:11:59.870747
100834,t,Active,Henry,Mondeaux,"",28,DE,"6''4'"",280,1995-09-19 00:00:00,26,2,Oregon,2,,,,0001-01-01 00:00:00,,,,,,,306446,,13390,,20520,83816,,,8254014,31518,2021-11-19 15:14:42.004897
101098,t,Active,Justin,Layne,"",28,CB,"6''2'"",192,1998-01-12 00:00:00,23,2,Michigan State,3,,,,0001-01-01 00:00:00,,Justin Layne,,,,72510,306814,,13455,,20853,121196,,,8253996,31915,2021-11-19 15:14:42.16561
102764,t,Active,Lloyd,Cushenberry III,"",10,C,"6''3'"",312,1997-11-22 00:00:00,24,1,LSU,2,,,,0001-01-01 00:00:00,,,,,,,307841,,14515,,21997,120026,,,8253225,32753,2021-11-19 15:14:43.806552
104398,t,Practice Squad,Duke,Johnson,"",19,RB,"5''9'"",210,1993-09-23 00:00:00,28,4,Miami (FL),7,,,,0001-01-01 00:00:00,Duke Johnson,Duke Johnson,Duke Johnson,Duke Johnson Jr.,691583,25837,303121,691583,10084,10358,16838,57030,,691583,8254890,28465,2021-11-19 15:12:17.219427
102436,t,Active,Dorian,O'Daniel,"",16,LB,"6''1'"",220,1994-09-04 00:00:00,27,3,Clemson,4,,,,0001-01-01 00:00:00,,,,,,,305908,,12847,,19905,72546,,,8257267,31070,2021-11-19 15:14:26.538775
100807,t,Active,Jared,Cook,"",29,TE,"6''5'"",254,1987-04-07 00:00:00,34,1,South Carolina,13,,,,0001-01-01 00:00:00,Jared Cook,Jared Cook,Jared Cook,Jared Cook,296480,7761,301346,296480,5981,5165,8534,23471,,296480,8274634,9353,2021-11-19 15:14:35.374249
100740,t,Active,Mason,Rudolph,"",28,QB,"6''5'"",235,1995-07-17 00:00:00,26,1,Oklahoma State,4,,,,0001-01-01 00:00:00,Mason Rudolph,Mason Rudolph,Mason Rudolph,Mason Rudolph,823220,53729,305888,823220,12629,13075,19850,85352,,823220,8254027,31046,2021-11-19 15:14:41.686447
101089,t,Active,Alexander,Mattison,"",20,RB,"5''11'"",220,1998-06-19 00:00:00,23,2,Boise State,3,,,,0001-01-01 00:00:00,Alexander Mattison,Alexander Mattison,Alexander Mattison,Alexander Mattison,944343,72776,306807,944343,13477,13958,20868,119220,,944343,8248110,31934,2021-11-19 15:13:41.931641
100598,t,Active,Christian,Kuntz,"",28,OLB,"6''1'"",227,1994-04-13 00:00:00,27,0,Duquesne,1,,,,0001-01-01 00:00:00,,,,,,,305532,,12977,,19749,63206,,,8253994,30954,2021-11-19 15:14:43.018198
104328,f,Inactive,Sam,Acho,"",0,OLB,"6''3'"",259,1988-09-06 08:00:00,33,0,Texas,9,,,,0001-01-01 00:00:00,,,,,,,301864,,7454,,13400,35195,,399354,6078750,24890,2021-11-19 15:10:57.908746
103834,f,Inactive,J.R.,Sweezy,"",0,G,"6''5'"",310,1989-04-08 00:00:00,32,2,North Carolina State,10,,,,0001-01-01 00:00:00,,,,,,,302506,,8364,7666,14585,36230,,,8275179,25935,2021-11-19 15:11:00.0254
103590,f,Inactive,Willie,Harvey Jr.,"",0,OLB,"5''11'"",230,1996-01-09 00:00:00,25,3,Iowa State,2,,,,0001-01-01 00:00:00,,,,,,,307426,,14168,,21511,85338,,,8275424,32377,2021-11-19 15:11:43.647199
101482,t,Practice Squad,Chris,Slayton,"",31,NT,"6''4'"",307,1996-08-01 00:00:00,25,0,Syracuse,2,,,,0001-01-01 00:00:00,,,,,,,306963,,13707,,20942,83179,,836233,8251636,32077,2021-11-19 15:13:15.201357
101633,t,Active,Isaiah,Simmons,"",1,LB,"6''4'"",238,1998-07-26 00:00:00,23,1,Clemson,2,,,,0001-01-01 00:00:00,,,,,,,307849,,14525,14927,22004,119139,,,8249469,32678,2021-11-19 15:13:22.698118
103468,t,Practice Squad,Holton,Hill,"",7,CB,"6''2'"",196,1997-03-28 00:00:00,24,0,Texas,4,,,,0001-01-01 00:00:00,,,,,,,306111,,12462,,20164,93444,,,8275084,31233,2021-11-19 15:12:59.60831
102496,t,Active,Brennan,Scarlett,"",19,OLB,"6''4'"",263,1993-07-31 00:00:00,28,2,Stanford,6,,,,0001-01-01 00:00:00,,,,,,,304522,,11474,,18545,54341,,,8274858,29807,2021-11-19 15:12:20.326766
100881,t,Active,William,Gholston,"",33,DE,"6''6'"",281,1991-07-31 00:00:00,30,1,Michigan State,9,,,,0001-01-01 00:00:00,,,,,,,301599,,8664,8545,15200,49467,,,8257105,26749,2021-11-19 15:13:32.002817
